#,Date-Time (UTC Standard Time),Temperature   (°C),Light   (lux),Button Down,Started,Button Up,Host Connected,Stopped,End of File
2590,06/01/2025 19:40:00,14.80,0.00,,,,,,
2591,06/01/2025 19:45:00,14.80,0.00,,,,,,
2592,06/01/2025 19:50:00,14.84,0.00,,,,,,
2593,06/01/2025 19:55:00,14.80,0.00,,,,,,
2594,06/01/2025 20:00:00,14.80,0.00,,,,,,
2595,06/01/2025 20:05:00,14.80,0.00,,,,,,
2596,06/01/2025 20:10:00,14.80,0.00,,,,,,
2597,06/01/2025 20:15:00,14.80,0.00,,,,,,
2598,06/01/2025 20:20:00,14.80,0.00,,,,,,
2599,06/01/2025 20:25:00,14.71,0.00,,,,,,
2600,06/01/2025 20:30:00,14.75,0.00,,,,,,
2601,06/01/2025 20:35:00,14.75,0.00,,,,,,
2602,06/01/2025 20:40:00,14.80,0.00,,,,,,
2603,06/01/2025 20:45:00,14.75,0.00,,,,,,
2604,06/01/2025 20:50:00,14.71,0.00,,,,,,
2605,06/01/2025 20:55:00,14.71,0.00,,,,,,
2606,06/01/2025 21:00:00,14.75,0.00,,,,,,
2607,06/01/2025 21:05:00,14.71,0.00,,,,,,
2608,06/01/2025 21:10:00,14.75,0.00,,,,,,
2609,06/01/2025 21:15:00,14.75,0.00,,,,,,
2610,06/01/2025 21:20:00,14.80,0.00,,,,,,
2611,06/01/2025 21:25:00,14.75,0.00,,,,,,
2612,06/01/2025 21:30:00,14.75,0.00,,,,,,
2613,06/01/2025 21:35:00,14.75,0.00,,,,,,
2614,06/01/2025 21:40:00,14.75,0.00,,,,,,
2615,06/01/2025 21:45:00,14.75,0.00,,,,,,
2616,06/01/2025 21:50:00,14.75,0.00,,,,,,
2617,06/01/2025 21:55:00,14.75,0.00,,,,,,
2618,06/01/2025 22:00:00,14.71,0.00,,,,,,
2619,06/01/2025 22:05:00,14.71,0.00,,,,,,
2620,06/01/2025 22:10:00,14.75,0.00,,,,,,
2621,06/01/2025 22:15:00,14.71,0.00,,,,,,
2622,06/01/2025 22:20:00,14.71,0.00,,,,,,
2623,06/01/2025 22:25:00,14.75,0.00,,,,,,
2624,06/01/2025 22:30:00,14.75,0.00,,,,,,
2625,06/01/2025 22:35:00,14.71,0.20,,,,,,
2626,06/01/2025 22:40:00,14.71,0.00,,,,,,
2627,06/01/2025 22:45:00,14.75,0.00,,,,,,
2628,06/01/2025 22:50:00,14.75,0.00,,,,,,
2629,06/01/2025 22:55:00,14.75,0.00,,,,,,
2630,06/01/2025 23:00:00,14.80,0.00,,,,,,
2631,06/01/2025 23:05:00,14.75,0.00,,,,,,
2632,06/01/2025 23:10:00,14.80,0.00,,,,,,
2633,06/01/2025 23:15:00,14.75,0.00,,,,,,
2634,06/01/2025 23:20:00,14.88,0.00,,,,,,
2635,06/01/2025 23:25:00,14.80,0.00,,,,,,
2636,06/01/2025 23:30:00,14.88,0.00,,,,,,
2637,06/01/2025 23:35:00,14.88,0.00,,,,,,
2638,06/01/2025 23:40:00,14.84,0.00,,,,,,
2639,06/01/2025 23:45:00,14.93,0.00,,,,,,
2640,06/01/2025 23:50:00,14.93,0.00,,,,,,
2641,06/01/2025 23:55:00,14.97,0.00,,,,,,
2642,06/02/2025 00:00:00,14.97,0.00,,,,,,
2643,06/02/2025 00:05:00,14.97,0.00,,,,,,
2644,06/02/2025 00:10:00,14.97,0.00,,,,,,
2645,06/02/2025 00:15:00,14.93,0.00,,,,,,
2646,06/02/2025 00:20:00,14.97,0.00,,,,,,
2647,06/02/2025 00:25:00,14.93,0.00,,,,,,
2648,06/02/2025 00:30:00,14.93,0.00,,,,,,
2649,06/02/2025 00:35:00,14.88,0.00,,,,,,
2650,06/02/2025 00:40:00,14.84,0.00,,,,,,
2651,06/02/2025 00:45:00,14.80,0.00,,,,,,
2652,06/02/2025 00:50:00,14.80,0.00,,,,,,
2653,06/02/2025 00:55:00,14.84,0.00,,,,,,
2654,06/02/2025 01:00:00,14.80,0.00,,,,,,
2655,06/02/2025 01:05:00,14.75,0.00,,,,,,
2656,06/02/2025 01:10:00,14.80,0.00,,,,,,
2657,06/02/2025 01:15:00,14.80,0.00,,,,,,
2658,06/02/2025 01:20:00,14.84,0.00,,,,,,
2659,06/02/2025 01:25:00,14.84,0.00,,,,,,
2660,06/02/2025 01:30:00,14.84,0.00,,,,,,
2661,06/02/2025 01:35:00,14.80,0.00,,,,,,
2662,06/02/2025 01:40:00,14.80,0.00,,,,,,
2663,06/02/2025 01:45:00,14.84,0.00,,,,,,
2664,06/02/2025 01:50:00,14.75,0.00,,,,,,
2665,06/02/2025 01:55:00,14.80,0.00,,,,,,
2666,06/02/2025 02:00:00,14.75,0.00,,,,,,
2667,06/02/2025 02:05:00,14.75,0.00,,,,,,
2668,06/02/2025 02:10:00,14.80,0.00,,,,,,
2669,06/02/2025 02:15:00,14.80,0.20,,,,,,
2670,06/02/2025 02:20:00,14.80,0.00,,,,,,
2671,06/02/2025 02:25:00,14.80,0.00,,,,,,
2672,06/02/2025 02:30:00,14.80,0.00,,,,,,
2673,06/02/2025 02:35:00,14.84,0.00,,,,,,
2674,06/02/2025 02:40:00,14.80,0.00,,,,,,
2675,06/02/2025 02:45:00,14.80,0.00,,,,,,
2676,06/02/2025 02:50:00,14.84,0.00,,,,,,
2677,06/02/2025 02:55:00,14.80,0.00,,,,,,
2678,06/02/2025 03:00:00,14.80,0.00,,,,,,
2679,06/02/2025 03:05:00,14.84,0.00,,,,,,
2680,06/02/2025 03:10:00,14.80,0.00,,,,,,
2681,06/02/2025 03:15:00,14.80,0.00,,,,,,
2682,06/02/2025 03:20:00,14.80,0.00,,,,,,
2683,06/02/2025 03:25:00,14.84,0.00,,,,,,
2684,06/02/2025 03:30:00,14.84,0.00,,,,,,
2685,06/02/2025 03:35:00,14.84,0.00,,,,,,
2686,06/02/2025 03:40:00,14.80,0.00,,,,,,
2687,06/02/2025 03:45:00,14.88,0.00,,,,,,
2688,06/02/2025 03:50:00,14.84,0.00,,,,,,
2689,06/02/2025 03:55:00,14.84,0.00,,,,,,
2690,06/02/2025 04:00:00,14.84,0.00,,,,,,
2691,06/02/2025 04:05:00,14.88,0.00,,,,,,
2692,06/02/2025 04:10:00,14.84,0.00,,,,,,
2693,06/02/2025 04:15:00,14.93,0.00,,,,,,
2694,06/02/2025 04:20:00,14.84,0.00,,,,,,
2695,06/02/2025 04:25:00,14.88,0.00,,,,,,
2696,06/02/2025 04:30:00,14.84,0.00,,,,,,
2697,06/02/2025 04:35:00,14.88,0.00,,,,,,
2698,06/02/2025 04:40:00,14.84,0.00,,,,,,
2699,06/02/2025 04:45:00,14.80,0.00,,,,,,
2700,06/02/2025 04:50:00,14.84,0.00,,,,,,
2701,06/02/2025 04:55:00,14.80,0.00,,,,,,
2702,06/02/2025 05:00:00,14.75,0.00,,,,,,
2703,06/02/2025 05:05:00,14.84,0.00,,,,,,
2704,06/02/2025 05:10:00,14.84,0.00,,,,,,
2705,06/02/2025 05:15:00,14.75,0.00,,,,,,
2706,06/02/2025 05:20:00,14.80,0.00,,,,,,
2707,06/02/2025 05:25:00,14.80,0.00,,,,,,
2708,06/02/2025 05:30:00,14.80,0.00,,,,,,
2709,06/02/2025 05:35:00,14.80,0.00,,,,,,
2710,06/02/2025 05:40:00,14.75,0.00,,,,,,
2711,06/02/2025 05:45:00,14.80,0.00,,,,,,
2712,06/02/2025 05:50:00,14.75,0.00,,,,,,
2713,06/02/2025 05:55:00,14.75,0.00,,,,,,
2714,06/02/2025 06:00:00,14.80,0.00,,,,,,
2715,06/02/2025 06:05:00,14.80,0.00,,,,,,
2716,06/02/2025 06:10:00,14.75,0.20,,,,,,
2717,06/02/2025 06:15:00,14.84,0.00,,,,,,
2718,06/02/2025 06:20:00,14.75,0.00,,,,,,
2719,06/02/2025 06:25:00,14.75,0.00,,,,,,
2720,06/02/2025 06:30:00,14.80,0.00,,,,,,
2721,06/02/2025 06:35:00,14.71,0.00,,,,,,
2722,06/02/2025 06:40:00,14.71,0.00,,,,,,
2723,06/02/2025 06:45:00,14.71,0.00,,,,,,
2724,06/02/2025 06:50:00,14.71,0.00,,,,,,
2725,06/02/2025 06:55:00,14.75,0.00,,,,,,
2726,06/02/2025 07:00:00,14.71,0.00,,,,,,
2727,06/02/2025 07:05:00,14.71,0.00,,,,,,
2728,06/02/2025 07:10:00,14.71,0.00,,,,,,
2729,06/02/2025 07:15:00,14.71,0.00,,,,,,
2730,06/02/2025 07:20:00,14.75,0.00,,,,,,
2731,06/02/2025 07:25:00,14.67,0.00,,,,,,
2732,06/02/2025 07:30:00,14.71,0.00,,,,,,
2733,06/02/2025 07:35:00,14.71,0.00,,,,,,
2734,06/02/2025 07:40:00,14.71,0.00,,,,,,
2735,06/02/2025 07:45:00,14.71,0.00,,,,,,
2736,06/02/2025 07:50:00,14.71,0.00,,,,,,
2737,06/02/2025 07:55:00,14.71,0.00,,,,,,
2738,06/02/2025 08:00:00,14.67,0.00,,,,,,
2739,06/02/2025 08:05:00,14.67,0.00,,,,,,
2740,06/02/2025 08:10:00,14.71,0.00,,,,,,
2741,06/02/2025 08:15:00,14.67,0.00,,,,,,
2742,06/02/2025 08:20:00,14.67,0.00,,,,,,
2743,06/02/2025 08:25:00,14.71,0.00,,,,,,
2744,06/02/2025 08:30:00,14.67,0.00,,,,,,
2745,06/02/2025 08:35:00,14.67,0.00,,,,,,
2746,06/02/2025 08:40:00,14.67,0.00,,,,,,
2747,06/02/2025 08:45:00,14.63,0.00,,,,,,
2748,06/02/2025 08:50:00,14.67,0.00,,,,,,
2749,06/02/2025 08:55:00,14.67,0.00,,,,,,
2750,06/02/2025 09:00:00,14.67,0.00,,,,,,
2751,06/02/2025 09:05:00,14.67,0.00,,,,,,
2752,06/02/2025 09:10:00,14.67,0.00,,,,,,
2753,06/02/2025 09:15:00,14.67,0.00,,,,,,
2754,06/02/2025 09:20:00,14.71,0.00,,,,,,
2755,06/02/2025 09:25:00,14.71,0.00,,,,,,
2756,06/02/2025 09:30:00,14.71,0.00,,,,,,
2757,06/02/2025 09:35:00,14.80,0.00,,,,,,
2758,06/02/2025 09:40:00,14.71,0.00,,,,,,
2759,06/02/2025 09:45:00,14.71,0.00,,,,,,
2760,06/02/2025 09:50:00,14.75,0.00,,,,,,
2761,06/02/2025 09:55:00,14.80,0.00,,,,,,
2762,06/02/2025 10:00:00,14.75,0.00,,,,,,
2763,06/02/2025 10:05:00,14.71,0.20,,,,,,
2764,06/02/2025 10:10:00,14.75,0.00,,,,,,
2765,06/02/2025 10:15:00,14.80,0.00,,,,,,
2766,06/02/2025 10:20:00,14.75,0.00,,,,,,
2767,06/02/2025 10:25:00,14.75,0.00,,,,,,
2768,06/02/2025 10:30:00,14.75,0.00,,,,,,
2769,06/02/2025 10:35:00,14.75,0.00,,,,,,
2770,06/02/2025 10:40:00,14.75,0.00,,,,,,
2771,06/02/2025 10:45:00,14.80,0.00,,,,,,
2772,06/02/2025 10:50:00,14.80,0.00,,,,,,
2773,06/02/2025 10:55:00,14.75,0.00,,,,,,
2774,06/02/2025 11:00:00,14.80,0.00,,,,,,
2775,06/02/2025 11:05:00,14.67,0.00,,,,,,
2776,06/02/2025 11:10:00,14.71,0.00,,,,,,
2777,06/02/2025 11:15:00,14.71,0.00,,,,,,
2778,06/02/2025 11:20:00,14.67,0.00,,,,,,
2779,06/02/2025 11:25:00,14.67,0.00,,,,,,
2780,06/02/2025 11:30:00,14.71,0.00,,,,,,
2781,06/02/2025 11:35:00,14.71,0.00,,,,,,
2782,06/02/2025 11:40:00,14.67,0.00,,,,,,
2783,06/02/2025 11:45:00,14.71,0.00,,,,,,
2784,06/02/2025 11:50:00,14.63,0.00,,,,,,
2785,06/02/2025 11:55:00,14.67,0.00,,,,,,
2786,06/02/2025 12:00:00,14.63,0.00,,,,,,
2787,06/02/2025 12:05:00,14.67,0.00,,,,,,
2788,06/02/2025 12:10:00,14.67,0.00,,,,,,
2789,06/02/2025 12:15:00,14.67,0.00,,,,,,
2790,06/02/2025 12:20:00,14.63,0.00,,,,,,
2791,06/02/2025 12:25:00,14.67,0.00,,,,,,
2792,06/02/2025 12:30:00,14.63,0.00,,,,,,
2793,06/02/2025 12:35:00,14.71,0.00,,,,,,
2794,06/02/2025 12:40:00,14.67,0.00,,,,,,
2795,06/02/2025 12:45:00,14.71,0.00,,,,,,
2796,06/02/2025 12:50:00,14.75,0.00,,,,,,
2797,06/02/2025 12:55:00,14.80,0.00,,,,,,
2798,06/02/2025 13:00:00,14.80,0.00,,,,,,
2799,06/02/2025 13:05:00,14.75,0.00,,,,,,
2800,06/02/2025 13:10:00,14.67,0.00,,,,,,
2801,06/02/2025 13:15:00,14.67,0.00,,,,,,
2802,06/02/2025 13:20:00,14.67,0.00,,,,,,
2803,06/02/2025 13:25:00,14.63,0.00,,,,,,
2804,06/02/2025 13:30:00,14.67,0.00,,,,,,
2805,06/02/2025 13:35:00,14.67,0.00,,,,,,
2806,06/02/2025 13:40:00,14.71,0.00,,,,,,
2807,06/02/2025 13:45:00,14.71,0.00,,,,,,
2808,06/02/2025 13:50:00,14.63,0.00,,,,,,
2809,06/02/2025 13:55:00,14.63,0.00,,,,,,
2810,06/02/2025 14:00:00,14.67,0.41,,,,,,
2811,06/02/2025 14:05:00,14.67,0.00,,,,,,
2812,06/02/2025 14:10:00,14.71,0.00,,,,,,
2813,06/02/2025 14:15:00,14.63,0.00,,,,,,
2814,06/02/2025 14:20:00,14.71,0.00,,,,,,
2815,06/02/2025 14:25:00,14.75,0.00,,,,,,
2816,06/02/2025 14:30:00,14.67,0.00,,,,,,
2817,06/02/2025 14:35:00,14.54,0.00,,,,,,
2818,06/02/2025 14:40:00,14.54,0.00,,,,,,
2819,06/02/2025 14:45:00,14.41,0.00,,,,,,
2820,06/02/2025 14:50:00,14.37,0.00,,,,,,
2821,06/02/2025 14:55:00,14.37,0.00,,,,,,
2822,06/02/2025 15:00:00,14.45,0.00,,,,,,
2823,06/02/2025 15:05:00,14.45,0.00,,,,,,
2824,06/02/2025 15:10:00,14.54,0.00,,,,,,
2825,06/02/2025 15:15:00,14.54,0.00,,,,,,
2826,06/02/2025 15:20:00,14.54,0.00,,,,,,
2827,06/02/2025 15:25:00,14.41,0.00,,,,,,
2828,06/02/2025 15:30:00,14.37,0.00,,,,,,
2829,06/02/2025 15:35:00,14.37,0.00,,,,,,
2830,06/02/2025 15:40:00,14.37,0.00,,,,,,
2831,06/02/2025 15:45:00,14.37,0.00,,,,,,
2832,06/02/2025 15:50:00,14.37,0.00,,,,,,
2833,06/02/2025 15:55:00,14.33,0.00,,,,,,
2834,06/02/2025 16:00:00,14.37,0.00,,,,,,
2835,06/02/2025 16:05:00,14.41,0.00,,,,,,
2836,06/02/2025 16:10:00,14.41,0.00,,,,,,
2837,06/02/2025 16:15:00,14.41,0.00,,,,,,
2838,06/02/2025 16:20:00,14.54,0.00,,,,,,
2839,06/02/2025 16:25:00,14.54,0.00,,,,,,
2840,06/02/2025 16:30:00,14.54,0.00,,,,,,
2841,06/02/2025 16:35:00,14.54,0.00,,,,,,
2842,06/02/2025 16:40:00,14.54,0.00,,,,,,
2843,06/02/2025 16:45:00,14.58,0.00,,,,,,
2844,06/02/2025 16:50:00,14.63,0.00,,,,,,
2845,06/02/2025 16:55:00,14.58,0.00,,,,,,
2846,06/02/2025 17:00:00,14.58,0.00,,,,,,
2847,06/02/2025 17:05:00,14.58,0.00,,,,,,
2848,06/02/2025 17:10:00,14.63,0.00,,,,,,
2849,06/02/2025 17:15:00,14.58,0.00,,,,,,
2850,06/02/2025 17:20:00,14.54,0.00,,,,,,
2851,06/02/2025 17:25:00,14.50,0.00,,,,,,
2852,06/02/2025 17:30:00,14.54,0.00,,,,,,
2853,06/02/2025 17:35:00,14.54,0.00,,,,,,
2854,06/02/2025 17:40:00,14.58,0.00,,,,,,
2855,06/02/2025 17:45:00,14.58,0.00,,,,,,
2856,06/02/2025 17:50:00,14.54,0.00,,,,,,
2857,06/02/2025 17:55:00,14.54,0.41,,,,,,
2858,06/02/2025 18:00:00,14.54,0.00,,,,,,
2859,06/02/2025 18:05:00,14.41,0.00,,,,,,
2860,06/02/2025 18:10:00,14.45,0.00,,,,,,
2861,06/02/2025 18:15:00,14.50,0.00,,,,,,
2862,06/02/2025 18:20:00,14.54,0.00,,,,,,
2863,06/02/2025 18:25:00,14.41,0.00,,,,,,
2864,06/02/2025 18:30:00,14.37,0.00,,,,,,
2865,06/02/2025 18:35:00,14.37,0.00,,,,,,
2866,06/02/2025 18:40:00,14.33,0.00,,,,,,
2867,06/02/2025 18:45:00,14.33,0.00,,,,,,
2868,06/02/2025 18:50:00,14.37,0.00,,,,,,
2869,06/02/2025 18:55:00,14.37,0.00,,,,,,
2870,06/02/2025 19:00:00,14.41,0.00,,,,,,
2871,06/02/2025 19:05:00,14.41,0.00,,,,,,
2872,06/02/2025 19:10:00,14.45,0.00,,,,,,
2873,06/02/2025 19:15:00,14.41,0.00,,,,,,
2874,06/02/2025 19:20:00,14.45,0.00,,,,,,
2875,06/02/2025 19:25:00,14.50,0.00,,,,,,
2876,06/02/2025 19:30:00,14.45,0.00,,,,,,
2877,06/02/2025 19:35:00,14.45,0.00,,,,,,
2878,06/02/2025 19:40:00,14.41,0.00,,,,,,
2879,06/02/2025 19:45:00,14.41,0.00,,,,,,
2880,06/02/2025 19:50:00,14.41,0.00,,,,,,
2881,06/02/2025 19:55:00,14.41,0.00,,,,,,
2882,06/02/2025 20:00:00,14.37,0.00,,,,,,
2883,06/02/2025 20:05:00,14.41,0.00,,,,,,
2884,06/02/2025 20:10:00,14.37,0.00,,,,,,
2885,06/02/2025 20:15:00,14.37,0.00,,,,,,
2886,06/02/2025 20:20:00,14.37,0.00,,,,,,
2887,06/02/2025 20:25:00,14.37,0.00,,,,,,
2888,06/02/2025 20:30:00,14.33,0.00,,,,,,
2889,06/02/2025 20:35:00,14.33,0.00,,,,,,
2890,06/02/2025 20:40:00,14.33,0.00,,,,,,
2891,06/02/2025 20:45:00,14.37,0.00,,,,,,
2892,06/02/2025 20:50:00,14.41,0.00,,,,,,
2893,06/02/2025 20:55:00,14.37,0.00,,,,,,
2894,06/02/2025 21:00:00,14.37,0.00,,,,,,
2895,06/02/2025 21:05:00,14.33,0.00,,,,,,
2896,06/02/2025 21:10:00,14.37,0.00,,,,,,
2897,06/02/2025 21:15:00,14.33,0.00,,,,,,
2898,06/02/2025 21:20:00,14.37,0.00,,,,,,
2899,06/02/2025 21:25:00,14.37,0.00,,,,,,
2900,06/02/2025 21:30:00,14.37,0.00,,,,,,
2901,06/02/2025 21:35:00,14.41,0.00,,,,,,
2902,06/02/2025 21:40:00,14.33,0.00,,,,,,
2903,06/02/2025 21:45:00,14.41,0.00,,,,,,
2904,06/02/2025 21:50:00,14.37,0.20,,,,,,
2905,06/02/2025 21:55:00,14.33,0.00,,,,,,
2906,06/02/2025 22:00:00,14.33,0.00,,,,,,
2907,06/02/2025 22:05:00,14.37,0.00,,,,,,
2908,06/02/2025 22:10:00,14.37,0.00,,,,,,
2909,06/02/2025 22:15:00,14.37,0.00,,,,,,
2910,06/02/2025 22:20:00,14.33,0.00,,,,,,
2911,06/02/2025 22:25:00,14.37,0.00,,,,,,
2912,06/02/2025 22:30:00,14.37,0.00,,,,,,
2913,06/02/2025 22:35:00,14.37,0.00,,,,,,
2914,06/02/2025 22:40:00,14.37,0.00,,,,,,
2915,06/02/2025 22:45:00,14.37,0.00,,,,,,
2916,06/02/2025 22:50:00,14.37,0.00,,,,,,
2917,06/02/2025 22:55:00,14.45,0.00,,,,,,
2918,06/02/2025 23:00:00,14.50,0.00,,,,,,
2919,06/02/2025 23:05:00,14.45,0.00,,,,,,
2920,06/02/2025 23:10:00,14.50,0.00,,,,,,
2921,06/02/2025 23:15:00,14.50,0.00,,,,,,
2922,06/02/2025 23:20:00,14.45,0.00,,,,,,
2923,06/02/2025 23:25:00,14.41,0.00,,,,,,
2924,06/02/2025 23:30:00,14.45,0.00,,,,,,
2925,06/02/2025 23:35:00,14.50,0.00,,,,,,
2926,06/02/2025 23:40:00,14.54,0.00,,,,,,
2927,06/02/2025 23:45:00,14.54,0.00,,,,,,
2928,06/02/2025 23:50:00,14.54,0.00,,,,,,
2929,06/02/2025 23:55:00,14.54,0.00,,,,,,
2930,06/03/2025 00:00:00,14.58,0.00,,,,,,
2931,06/03/2025 00:05:00,14.54,0.00,,,,,,
2932,06/03/2025 00:10:00,14.54,0.00,,,,,,
2933,06/03/2025 00:15:00,14.54,0.00,,,,,,
2934,06/03/2025 00:20:00,14.54,0.00,,,,,,
2935,06/03/2025 00:25:00,14.54,0.00,,,,,,
2936,06/03/2025 00:30:00,14.58,0.00,,,,,,
2937,06/03/2025 00:35:00,14.58,0.00,,,,,,
2938,06/03/2025 00:40:00,14.54,0.00,,,,,,
2939,06/03/2025 00:45:00,14.54,0.00,,,,,,
2940,06/03/2025 00:50:00,14.45,0.00,,,,,,
2941,06/03/2025 00:55:00,14.45,0.00,,,,,,
2942,06/03/2025 01:00:00,14.45,0.00,,,,,,
2943,06/03/2025 01:05:00,14.45,0.00,,,,,,
2944,06/03/2025 01:10:00,14.54,0.00,,,,,,
2945,06/03/2025 01:15:00,14.54,0.00,,,,,,
2946,06/03/2025 01:20:00,14.54,0.00,,,,,,
2947,06/03/2025 01:25:00,14.54,0.00,,,,,,
2948,06/03/2025 01:30:00,14.63,0.00,,,,,,
2949,06/03/2025 01:35:00,14.58,0.00,,,,,,
2950,06/03/2025 01:40:00,14.58,0.00,,,,,,
2951,06/03/2025 01:45:00,14.58,0.20,,,,,,
2952,06/03/2025 01:50:00,14.67,0.00,,,,,,
2953,06/03/2025 01:55:00,14.63,0.00,,,,,,
2954,06/03/2025 02:00:00,14.58,0.00,,,,,,
2955,06/03/2025 02:05:00,14.63,0.00,,,,,,
2956,06/03/2025 02:10:00,14.67,0.00,,,,,,
2957,06/03/2025 02:15:00,14.63,0.00,,,,,,
2958,06/03/2025 02:20:00,14.63,0.00,,,,,,
2959,06/03/2025 02:25:00,14.58,0.00,,,,,,
2960,06/03/2025 02:30:00,14.63,0.00,,,,,,
2961,06/03/2025 02:35:00,14.63,0.00,,,,,,
2962,06/03/2025 02:40:00,14.67,0.00,,,,,,
2963,06/03/2025 02:45:00,14.54,0.00,,,,,,
2964,06/03/2025 02:50:00,14.54,0.00,,,,,,
2965,06/03/2025 02:55:00,14.50,0.00,,,,,,
2966,06/03/2025 03:00:00,14.45,0.00,,,,,,
2967,06/03/2025 03:05:00,14.33,0.00,,,,,,
2968,06/03/2025 03:10:00,14.20,0.00,,,,,,
2969,06/03/2025 03:15:00,14.20,0.00,,,,,,
2970,06/03/2025 03:20:00,14.28,0.00,,,,,,
2971,06/03/2025 03:25:00,14.03,0.00,,,,,,
2972,06/03/2025 03:30:00,13.94,0.00,,,,,,
2973,06/03/2025 03:35:00,13.94,0.00,,,,,,
2974,06/03/2025 03:40:00,13.94,0.00,,,,,,
2975,06/03/2025 03:45:00,13.90,0.00,,,,,,
2976,06/03/2025 03:50:00,13.94,0.00,,,,,,
2977,06/03/2025 03:55:00,13.90,0.00,,,,,,
2978,06/03/2025 04:00:00,13.94,0.00,,,,,,
2979,06/03/2025 04:05:00,13.94,0.00,,,,,,
2980,06/03/2025 04:10:00,13.90,0.00,,,,,,
2981,06/03/2025 04:15:00,13.94,0.00,,,,,,
2982,06/03/2025 04:20:00,13.98,0.00,,,,,,
2983,06/03/2025 04:25:00,13.94,0.00,,,,,,
2984,06/03/2025 04:30:00,13.94,0.00,,,,,,
2985,06/03/2025 04:35:00,13.98,0.00,,,,,,
2986,06/03/2025 04:40:00,13.94,0.00,,,,,,
2987,06/03/2025 04:45:00,13.90,0.00,,,,,,
2988,06/03/2025 04:50:00,13.94,0.00,,,,,,
2989,06/03/2025 04:55:00,13.98,0.00,,,,,,
2990,06/03/2025 05:00:00,13.98,0.00,,,,,,
2991,06/03/2025 05:05:00,13.94,0.00,,,,,,
2992,06/03/2025 05:10:00,13.94,0.00,,,,,,
2993,06/03/2025 05:15:00,13.98,0.00,,,,,,
2994,06/03/2025 05:20:00,13.98,0.00,,,,,,
2995,06/03/2025 05:25:00,13.94,0.00,,,,,,
2996,06/03/2025 05:30:00,13.98,0.00,,,,,,
2997,06/03/2025 05:35:00,13.98,0.00,,,,,,
2998,06/03/2025 05:40:00,14.03,0.20,,,,,,
2999,06/03/2025 05:45:00,13.98,0.00,,,,,,
3000,06/03/2025 05:50:00,13.94,0.00,,,,,,
3001,06/03/2025 05:55:00,13.98,0.00,,,,,,
3002,06/03/2025 06:00:00,13.98,0.00,,,,,,
3003,06/03/2025 06:05:00,14.03,0.00,,,,,,
3004,06/03/2025 06:10:00,14.03,0.00,,,,,,
3005,06/03/2025 06:15:00,14.07,0.00,,,,,,
3006,06/03/2025 06:20:00,14.11,0.00,,,,,,
3007,06/03/2025 06:25:00,14.03,0.00,,,,,,
3008,06/03/2025 06:30:00,14.11,0.00,,,,,,
3009,06/03/2025 06:35:00,14.15,0.00,,,,,,
3010,06/03/2025 06:40:00,14.11,0.00,,,,,,
3011,06/03/2025 06:45:00,14.07,0.00,,,,,,
3012,06/03/2025 06:50:00,14.15,0.00,,,,,,
3013,06/03/2025 06:55:00,14.07,0.00,,,,,,
3014,06/03/2025 07:00:00,14.07,0.00,,,,,,
3015,06/03/2025 07:05:00,14.07,0.00,,,,,,
3016,06/03/2025 07:10:00,14.11,0.00,,,,,,
3017,06/03/2025 07:15:00,14.07,0.00,,,,,,
3018,06/03/2025 07:20:00,14.11,0.00,,,,,,
3019,06/03/2025 07:25:00,14.03,0.00,,,,,,
3020,06/03/2025 07:30:00,14.11,0.00,,,,,,
3021,06/03/2025 07:35:00,14.03,0.00,,,,,,
3022,06/03/2025 07:40:00,14.03,0.00,,,,,,
3023,06/03/2025 07:45:00,14.07,0.00,,,,,,
3024,06/03/2025 07:50:00,14.11,0.00,,,,,,
3025,06/03/2025 07:55:00,14.07,0.00,,,,,,
3026,06/03/2025 08:00:00,14.07,0.00,,,,,,
3027,06/03/2025 08:05:00,14.07,0.00,,,,,,
3028,06/03/2025 08:10:00,14.11,0.00,,,,,,
3029,06/03/2025 08:15:00,14.03,0.00,,,,,,
3030,06/03/2025 08:20:00,14.11,0.00,,,,,,
3031,06/03/2025 08:25:00,14.03,0.00,,,,,,
3032,06/03/2025 08:30:00,14.07,0.00,,,,,,
3033,06/03/2025 08:35:00,14.07,0.00,,,,,,
3034,06/03/2025 08:40:00,14.11,0.00,,,,,,
3035,06/03/2025 08:45:00,14.07,0.00,,,,,,
3036,06/03/2025 08:50:00,14.07,0.00,,,,,,
3037,06/03/2025 08:55:00,14.15,0.00,,,,,,
3038,06/03/2025 09:00:00,14.11,0.00,,,,,,
3039,06/03/2025 09:05:00,14.11,0.00,,,,,,
3040,06/03/2025 09:10:00,14.11,0.00,,,,,,
3041,06/03/2025 09:15:00,14.15,0.00,,,,,,
3042,06/03/2025 09:20:00,14.11,0.00,,,,,,
3043,06/03/2025 09:25:00,14.15,0.00,,,,,,
3044,06/03/2025 09:30:00,14.15,0.00,,,,,,
3045,06/03/2025 09:35:00,14.11,0.20,,,,,,
3046,06/03/2025 09:40:00,14.15,0.00,,,,,,
3047,06/03/2025 09:45:00,14.20,0.00,,,,,,
3048,06/03/2025 09:50:00,14.20,0.00,,,,,,
3049,06/03/2025 09:55:00,14.20,0.00,,,,,,
3050,06/03/2025 10:00:00,14.20,0.00,,,,,,
3051,06/03/2025 10:05:00,14.33,0.00,,,,,,
3052,06/03/2025 10:10:00,14.33,0.00,,,,,,
3053,06/03/2025 10:15:00,14.28,0.00,,,,,,
