#,Date-Time (UTC Standard Time),Temperature   (°C),Light   (lux),Started,Button Down,Button Up,Host Connected,Stopped,End of File
56,05/24/2025 01:35:00,14.50,0.00,,,,,,
57,05/24/2025 01:40:00,14.45,0.00,,,,,,
58,05/24/2025 01:45:00,14.50,0.00,,,,,,
59,05/24/2025 01:50:00,14.45,0.00,,,,,,
60,05/24/2025 01:55:00,14.45,0.00,,,,,,
61,05/24/2025 02:00:00,14.45,0.00,,,,,,
62,05/24/2025 02:05:00,14.45,0.00,,,,,,
63,05/24/2025 02:10:00,14.50,0.00,,,,,,
64,05/24/2025 02:15:00,14.45,0.00,,,,,,
65,05/24/2025 02:20:00,14.45,0.00,,,,,,
66,05/24/2025 02:25:00,14.45,0.00,,,,,,
67,05/24/2025 02:30:00,14.41,0.00,,,,,,
68,05/24/2025 02:35:00,14.50,0.00,,,,,,
69,05/24/2025 02:40:00,14.45,0.00,,,,,,
70,05/24/2025 02:45:00,14.45,0.00,,,,,,
71,05/24/2025 02:50:00,14.50,0.00,,,,,,
72,05/24/2025 02:55:00,14.45,0.00,,,,,,
73,05/24/2025 03:00:00,14.45,0.00,,,,,,
74,05/24/2025 03:05:00,14.45,0.00,,,,,,
75,05/24/2025 03:10:00,14.45,0.00,,,,,,
76,05/24/2025 03:15:00,14.45,0.00,,,,,,
77,05/24/2025 03:20:00,14.45,0.00,,,,,,
78,05/24/2025 03:25:00,14.41,0.00,,,,,,
79,05/24/2025 03:30:00,14.50,0.00,,,,,,
80,05/24/2025 03:35:00,14.45,0.00,,,,,,
81,05/24/2025 03:40:00,14.41,0.00,,,,,,
82,05/24/2025 03:45:00,14.41,0.00,,,,,,
83,05/24/2025 03:50:00,14.37,0.00,,,,,,
84,05/24/2025 03:55:00,14.41,0.00,,,,,,
85,05/24/2025 04:00:00,14.41,0.00,,,,,,
86,05/24/2025 04:05:00,14.45,0.00,,,,,,
87,05/24/2025 04:10:00,14.41,0.00,,,,,,
88,05/24/2025 04:15:00,14.45,0.00,,,,,,
89,05/24/2025 04:20:00,14.45,0.00,,,,,,
90,05/24/2025 04:25:00,14.41,0.00,,,,,,
91,05/24/2025 04:30:00,14.45,0.00,,,,,,
92,05/24/2025 04:35:00,14.41,0.00,,,,,,
93,05/24/2025 04:40:00,14.37,0.00,,,,,,
94,05/24/2025 04:45:00,14.45,0.00,,,,,,
95,05/24/2025 04:50:00,14.41,0.00,,,,,,
96,05/24/2025 04:55:00,14.45,0.00,,,,,,
97,05/24/2025 05:00:00,14.45,0.00,,,,,,
98,05/24/2025 05:05:00,14.45,0.00,,,,,,
99,05/24/2025 05:10:00,14.41,0.00,,,,,,
100,05/24/2025 05:15:00,14.45,0.00,,,,,,
101,05/24/2025 05:20:00,14.45,0.00,,,,,,
102,05/24/2025 05:25:00,14.41,0.00,,,,,,
103,05/24/2025 05:30:00,14.50,0.00,,,,,,
104,05/24/2025 05:35:00,14.41,0.00,,,,,,
105,05/24/2025 05:40:00,14.45,0.00,,,,,,
106,05/24/2025 05:45:00,14.41,0.00,,,,,,
107,05/24/2025 05:50:00,14.45,0.00,,,,,,
108,05/24/2025 05:55:00,14.41,0.00,,,,,,
109,05/24/2025 06:00:00,14.45,0.00,,,,,,
110,05/24/2025 06:05:00,14.45,0.00,,,,,,
111,05/24/2025 06:10:00,14.41,0.00,,,,,,
112,05/24/2025 06:15:00,14.45,0.00,,,,,,
113,05/24/2025 06:20:00,14.45,0.00,,,,,,
114,05/24/2025 06:25:00,14.41,0.00,,,,,,
115,05/24/2025 06:30:00,14.41,0.00,,,,,,
116,05/24/2025 06:35:00,14.41,0.00,,,,,,
117,05/24/2025 06:40:00,14.41,0.00,,,,,,
118,05/24/2025 06:45:00,14.45,0.00,,,,,,
119,05/24/2025 06:50:00,14.45,0.00,,,,,,
120,05/24/2025 06:55:00,14.45,0.00,,,,,,
121,05/24/2025 07:00:00,14.41,0.00,,,,,,
122,05/24/2025 07:05:00,14.45,0.00,,,,,,
123,05/24/2025 07:10:00,14.50,0.00,,,,,,
124,05/24/2025 07:15:00,14.50,0.00,,,,,,
125,05/24/2025 07:20:00,14.50,0.00,,,,,,
126,05/24/2025 07:25:00,14.50,0.00,,,,,,
127,05/24/2025 07:30:00,14.54,0.00,,,,,,
128,05/24/2025 07:35:00,14.50,0.00,,,,,,
129,05/24/2025 07:40:00,14.50,0.00,,,,,,
130,05/24/2025 07:45:00,14.50,0.00,,,,,,
131,05/24/2025 07:50:00,14.50,0.00,,,,,,
132,05/24/2025 07:55:00,14.50,0.00,,,,,,
133,05/24/2025 08:00:00,14.54,0.00,,,,,,
134,05/24/2025 08:05:00,14.50,0.00,,,,,,
135,05/24/2025 08:10:00,14.45,0.00,,,,,,
136,05/24/2025 08:15:00,14.45,0.00,,,,,,
137,05/24/2025 08:20:00,14.54,0.00,,,,,,
138,05/24/2025 08:25:00,14.58,0.00,,,,,,
139,05/24/2025 08:30:00,14.50,0.00,,,,,,
140,05/24/2025 08:35:00,14.50,0.00,,,,,,
141,05/24/2025 08:40:00,14.54,0.00,,,,,,
142,05/24/2025 08:45:00,14.50,0.00,,,,,,
143,05/24/2025 08:50:00,14.54,0.00,,,,,,
144,05/24/2025 08:55:00,14.54,0.00,,,,,,
145,05/24/2025 09:00:00,14.50,0.21,,,,,,
146,05/24/2025 09:05:00,14.50,0.00,,,,,,
147,05/24/2025 09:10:00,14.54,0.63,,,,,,
148,05/24/2025 09:15:00,14.50,2.52,,,,,,
149,05/24/2025 09:20:00,14.50,5.68,,,,,,
150,05/24/2025 09:25:00,14.50,8.83,,,,,,
151,05/24/2025 09:30:00,14.54,18.09,,,,,,
152,05/24/2025 09:35:00,14.45,33.30,,,,,,
153,05/24/2025 09:40:00,14.50,44.72,,,,,,
154,05/24/2025 09:45:00,14.45,62.50,,,,,,
155,05/24/2025 09:50:00,14.45,87.72,,,,,,
156,05/24/2025 09:55:00,14.45,109.84,,,,,,
157,05/24/2025 10:00:00,14.45,119.08,,,,,,
158,05/24/2025 10:05:00,14.37,135.00,,,,,,
159,05/24/2025 10:10:00,14.45,179.92,,,,,,
160,05/24/2025 10:15:00,14.45,166.32,,,,,,
161,05/24/2025 10:20:00,14.41,180.72,,,,,,
162,05/24/2025 10:25:00,14.45,189.12,,,,,,
163,05/24/2025 10:30:00,14.45,243.28,,,,,,
164,05/24/2025 10:35:00,14.45,269.36,,,,,,
165,05/24/2025 10:40:00,14.41,272.88,,,,,,
166,05/24/2025 10:45:00,14.45,369.12,,,,,,
167,05/24/2025 10:50:00,14.41,312.48,,,,,,
168,05/24/2025 10:55:00,14.41,408.80,,,,,,
169,05/24/2025 11:00:00,14.37,555.04,,,,,,
170,05/24/2025 11:05:00,14.37,516.00,,,,,,
171,05/24/2025 11:10:00,14.37,492.32,,,,,,
172,05/24/2025 11:15:00,14.37,485.60,,,,,,
173,05/24/2025 11:20:00,14.37,592.16,,,,,,
174,05/24/2025 11:25:00,14.33,544.96,,,,,,
175,05/24/2025 11:30:00,14.33,598.88,,,,,,
176,05/24/2025 11:35:00,14.33,588.00,,,,,,
177,05/24/2025 11:40:00,14.28,688.32,,,,,,
178,05/24/2025 11:45:00,14.33,597.12,,,,,,
179,05/24/2025 11:50:00,14.33,501.60,,,,,,
180,05/24/2025 11:55:00,14.28,456.16,,,,,,
181,05/24/2025 12:00:00,14.33,419.84,,,,,,
182,05/24/2025 12:05:00,14.28,584.48,,,,,,
183,05/24/2025 12:10:00,14.28,594.72,,,,,,
184,05/24/2025 12:15:00,14.28,815.04,,,,,,
185,05/24/2025 12:20:00,14.28,819.20,,,,,,
186,05/24/2025 12:25:00,14.28,925.12,,,,,,
187,05/24/2025 12:30:00,14.33,920.00,,,,,,
188,05/24/2025 12:35:00,14.28,842.88,,,,,,
189,05/24/2025 12:40:00,14.28,1218.88,,,,,,
190,05/24/2025 12:45:00,14.28,1287.04,,,,,,
191,05/24/2025 12:50:00,14.28,1309.76,,,,,,
192,05/24/2025 12:55:00,14.33,1128.00,,,,,,
193,05/24/2025 13:00:00,14.33,953.60,,,,,,
194,05/24/2025 13:05:00,14.33,959.36,,,,,,
195,05/24/2025 13:10:00,14.28,1081.60,,,,,,
196,05/24/2025 13:15:00,14.33,1004.80,,,,,,
197,05/24/2025 13:20:00,14.37,1104.32,,,,,,
198,05/24/2025 13:25:00,14.33,1327.36,,,,,,
199,05/24/2025 13:30:00,14.28,1333.12,,,,,,
200,05/24/2025 13:35:00,14.33,1169.92,,,,,,
201,05/24/2025 13:40:00,14.37,3484.16,,,,,,
202,05/24/2025 13:45:00,14.37,1949.44,,,,,,
203,05/24/2025 13:50:00,14.41,3210.24,,,,,,
204,05/24/2025 13:55:00,14.45,3351.04,,,,,,
205,05/24/2025 14:00:00,14.41,1816.32,,,,,,
206,05/24/2025 14:05:00,14.50,3959.04,,,,,,
207,05/24/2025 14:10:00,14.41,1208.64,,,,,,
208,05/24/2025 14:15:00,14.50,3171.84,,,,,,
209,05/24/2025 14:20:00,14.37,1475.20,,,,,,
210,05/24/2025 14:25:00,14.45,1294.40,,,,,,
211,05/24/2025 14:30:00,14.37,1511.68,,,,,,
212,05/24/2025 14:35:00,14.37,1083.20,,,,,,
213,05/24/2025 14:40:00,14.37,1105.92,,,,,,
214,05/24/2025 14:45:00,14.37,1971.20,,,,,,
215,05/24/2025 14:50:00,14.45,2200.32,,,,,,
216,05/24/2025 14:55:00,14.37,1362.56,,,,,,
217,05/24/2025 15:00:00,14.41,1148.80,,,,,,
218,05/24/2025 15:05:00,14.37,1387.52,,,,,,
219,05/24/2025 15:10:00,14.33,1579.52,,,,,,
220,05/24/2025 15:15:00,14.37,1259.20,,,,,,
221,05/24/2025 15:20:00,14.37,1827.84,,,,,,
222,05/24/2025 15:25:00,14.45,1781.12,,,,,,
223,05/24/2025 15:30:00,14.41,6110.72,,,,,,
224,05/24/2025 15:35:00,14.37,1578.24,,,,,,
225,05/24/2025 15:40:00,14.41,5365.76,,,,,,
226,05/24/2025 15:45:00,14.45,2881.28,,,,,,
227,05/24/2025 15:50:00,14.45,1853.44,,,,,,
228,05/24/2025 15:55:00,14.45,2343.04,,,,,,
229,05/24/2025 16:00:00,14.41,1863.68,,,,,,
230,05/24/2025 16:05:00,14.50,1866.88,,,,,,
231,05/24/2025 16:10:00,14.45,1464.96,,,,,,
232,05/24/2025 16:15:00,14.45,1195.20,,,,,,
233,05/24/2025 16:20:00,14.41,1504.64,,,,,,
234,05/24/2025 16:25:00,14.45,1949.44,,,,,,
235,05/24/2025 16:30:00,14.45,3376.64,,,,,,
236,05/24/2025 16:35:00,14.45,2119.04,,,,,,
237,05/24/2025 16:40:00,14.41,2376.96,,,,,,
238,05/24/2025 16:45:00,14.50,2472.96,,,,,,
239,05/24/2025 16:50:00,14.50,1944.32,,,,,,
240,05/24/2025 16:55:00,14.45,1009.28,,,,,,
241,05/24/2025 17:00:00,14.41,971.20,,,,,,
242,05/24/2025 17:05:00,14.45,1503.36,,,,,,
243,05/24/2025 17:10:00,14.50,2630.40,,,,,,
244,05/24/2025 17:15:00,14.58,5047.04,,,,,,
245,05/24/2025 17:20:00,14.54,2388.48,,,,,,
246,05/24/2025 17:25:00,14.41,1635.84,,,,,,
247,05/24/2025 17:30:00,14.45,1996.16,,,,,,
248,05/24/2025 17:35:00,14.45,2203.52,,,,,,
249,05/24/2025 17:40:00,14.54,2393.60,,,,,,
250,05/24/2025 17:45:00,14.54,5639.68,,,,,,
251,05/24/2025 17:50:00,14.50,3686.40,,,,,,
252,05/24/2025 17:55:00,14.63,5175.04,,,,,,
253,05/24/2025 18:00:00,14.63,5480.96,,,,,,
254,05/24/2025 18:05:00,14.67,5598.72,,,,,,
255,05/24/2025 18:10:00,14.63,5198.08,,,,,,
256,05/24/2025 18:15:00,14.67,6187.52,,,,,,
257,05/24/2025 18:20:00,14.67,5460.48,,,,,,
258,05/24/2025 18:25:00,14.67,2018.56,,,,,,
259,05/24/2025 18:30:00,14.63,2996.48,,,,,,
260,05/24/2025 18:35:00,14.71,6750.72,,,,,,
261,05/24/2025 18:40:00,14.75,1674.88,,,,,,
262,05/24/2025 18:45:00,14.71,3622.40,,,,,,
263,05/24/2025 18:50:00,14.63,2225.28,,,,,,
264,05/24/2025 18:55:00,14.67,1811.20,,,,,,
265,05/24/2025 19:00:00,14.75,4801.28,,,,,,
266,05/24/2025 19:05:00,14.71,1526.40,,,,,,
267,05/24/2025 19:10:00,14.67,1014.08,,,,,,
268,05/24/2025 19:15:00,14.58,549.12,,,,,,
269,05/24/2025 19:20:00,14.63,957.76,,,,,,
270,05/24/2025 19:25:00,14.71,2917.12,,,,,,
271,05/24/2025 19:30:00,14.71,3194.88,,,,,,
272,05/24/2025 19:35:00,14.75,2728.96,,,,,,
273,05/24/2025 19:40:00,14.71,6323.20,,,,,,
274,05/24/2025 19:45:00,14.75,4599.04,,,,,,
275,05/24/2025 19:50:00,14.71,4531.20,,,,,,
276,05/24/2025 19:55:00,14.80,2565.76,,,,,,
277,05/24/2025 20:00:00,14.75,2062.08,,,,,,
278,05/24/2025 20:05:00,14.75,4952.32,,,,,,
279,05/24/2025 20:10:00,14.80,3447.04,,,,,,
280,05/24/2025 20:15:00,14.71,2959.36,,,,,,
281,05/24/2025 20:20:00,14.75,1649.92,,,,,,
282,05/24/2025 20:25:00,14.75,3078.40,,,,,,
283,05/24/2025 20:30:00,14.71,872.64,,,,,,
284,05/24/2025 20:35:00,14.71,778.24,,,,,,
285,05/24/2025 20:40:00,14.71,1742.08,,,,,,
286,05/24/2025 20:45:00,14.71,1530.88,,,,,,
287,05/24/2025 20:50:00,14.71,1373.44,,,,,,
288,05/24/2025 20:55:00,14.67,489.92,,,,,,
289,05/24/2025 21:00:00,14.67,1763.84,,,,,,
290,05/24/2025 21:05:00,14.75,1691.52,,,,,,
291,05/24/2025 21:10:00,14.67,470.56,,,,,,
292,05/24/2025 21:15:00,14.71,757.12,,,,,,
293,05/24/2025 21:20:00,14.67,769.60,,,,,,
294,05/24/2025 21:25:00,14.67,796.48,,,,,,
295,05/24/2025 21:30:00,14.67,578.72,,,,,,
296,05/24/2025 21:35:00,14.63,781.44,,,,,,
297,05/24/2025 21:40:00,14.58,645.60,,,,,,
298,05/24/2025 21:45:00,14.71,522.72,,,,,,
299,05/24/2025 21:50:00,14.67,2126.08,,,,,,
300,05/24/2025 21:55:00,14.71,988.80,,,,,,
301,05/24/2025 22:00:00,14.67,757.12,,,,,,
302,05/24/2025 22:05:00,14.63,578.72,,,,,,
303,05/24/2025 22:10:00,14.63,428.32,,,,,,
304,05/24/2025 22:15:00,14.63,844.48,,,,,,
305,05/24/2025 22:20:00,14.63,571.04,,,,,,
306,05/24/2025 22:25:00,14.63,472.16,,,,,,
307,05/24/2025 22:30:00,14.58,1111.04,,,,,,
308,05/24/2025 22:35:00,14.58,357.28,,,,,,
309,05/24/2025 22:40:00,14.58,272.88,,,,,,
310,05/24/2025 22:45:00,14.50,323.44,,,,,,
311,05/24/2025 22:50:00,14.58,374.08,,,,,,
312,05/24/2025 22:55:00,14.54,296.48,,,,,,
313,05/24/2025 23:00:00,14.54,299.04,,,,,,
314,05/24/2025 23:05:00,14.50,310.80,,,,,,
315,05/24/2025 23:10:00,14.50,342.88,,,,,,
316,05/24/2025 23:15:00,14.45,131.60,,,,,,
317,05/24/2025 23:20:00,14.45,142.68,,,,,,
318,05/24/2025 23:25:00,14.50,113.20,,,,,,
319,05/24/2025 23:30:00,14.45,103.84,,,,,,
320,05/24/2025 23:35:00,14.41,97.84,,,,,,
321,05/24/2025 23:40:00,14.41,74.18,,,,,,
322,05/24/2025 23:45:00,14.41,82.68,,,,,,
323,05/24/2025 23:50:00,14.45,81.02,,,,,,
324,05/24/2025 23:55:00,14.37,48.50,,,,,,
325,05/25/2025 00:00:00,14.41,31.19,,,,,,
326,05/25/2025 00:05:00,14.41,23.62,,,,,,
327,05/25/2025 00:10:00,14.41,13.07,,,,,,
328,05/25/2025 00:15:00,14.45,7.78,,,,,,
329,05/25/2025 00:20:00,14.33,3.36,,,,,,
330,05/25/2025 00:25:00,14.37,2.10,,,,,,
331,05/25/2025 00:30:00,14.37,0.63,,,,,,
332,05/25/2025 00:35:00,14.37,0.00,,,,,,
333,05/25/2025 00:40:00,14.37,0.00,,,,,,
334,05/25/2025 00:45:00,14.33,0.00,,,,,,
335,05/25/2025 00:50:00,14.37,0.00,,,,,,
336,05/25/2025 00:55:00,14.33,0.00,,,,,,
337,05/25/2025 01:00:00,14.37,0.00,,,,,,
338,05/25/2025 01:05:00,14.33,0.00,,,,,,
339,05/25/2025 01:10:00,14.33,0.00,,,,,,
340,05/25/2025 01:15:00,14.33,0.00,,,,,,
341,05/25/2025 01:20:00,14.33,0.00,,,,,,
342,05/25/2025 01:25:00,14.33,0.00,,,,,,
343,05/25/2025 01:30:00,14.33,0.00,,,,,,
344,05/25/2025 01:35:00,14.33,0.00,,,,,,
345,05/25/2025 01:40:00,14.33,0.00,,,,,,
346,05/25/2025 01:45:00,14.33,0.00,,,,,,
347,05/25/2025 01:50:00,14.28,0.00,,,,,,
348,05/25/2025 01:55:00,14.37,0.00,,,,,,
349,05/25/2025 02:00:00,14.28,0.00,,,,,,
350,05/25/2025 02:05:00,14.33,0.00,,,,,,
351,05/25/2025 02:10:00,14.33,0.00,,,,,,
352,05/25/2025 02:15:00,14.28,0.00,,,,,,
353,05/25/2025 02:20:00,14.33,0.00,,,,,,
354,05/25/2025 02:25:00,14.28,0.00,,,,,,
355,05/25/2025 02:30:00,14.28,0.00,,,,,,
356,05/25/2025 02:35:00,14.28,0.00,,,,,,
357,05/25/2025 02:40:00,14.33,0.00,,,,,,
358,05/25/2025 02:45:00,14.33,0.00,,,,,,
359,05/25/2025 02:50:00,14.28,0.00,,,,,,
360,05/25/2025 02:55:00,14.33,0.00,,,,,,
361,05/25/2025 03:00:00,14.28,0.00,,,,,,
362,05/25/2025 03:05:00,14.28,0.00,,,,,,
363,05/25/2025 03:10:00,14.33,0.00,,,,,,
364,05/25/2025 03:15:00,14.33,0.00,,,,,,
365,05/25/2025 03:20:00,14.28,0.00,,,,,,
366,05/25/2025 03:25:00,14.33,0.00,,,,,,
367,05/25/2025 03:30:00,14.24,0.00,,,,,,
368,05/25/2025 03:35:00,14.28,0.00,,,,,,
369,05/25/2025 03:40:00,14.28,0.00,,,,,,
370,05/25/2025 03:45:00,14.33,0.00,,,,,,
371,05/25/2025 03:50:00,14.33,0.00,,,,,,
372,05/25/2025 03:55:00,14.28,0.00,,,,,,
373,05/25/2025 04:00:00,14.28,0.00,,,,,,
374,05/25/2025 04:05:00,14.33,0.00,,,,,,
375,05/25/2025 04:10:00,14.28,0.00,,,,,,
376,05/25/2025 04:15:00,14.33,0.00,,,,,,
377,05/25/2025 04:20:00,14.33,0.00,,,,,,
378,05/25/2025 04:25:00,14.28,0.00,,,,,,
379,05/25/2025 04:30:00,14.33,0.00,,,,,,
380,05/25/2025 04:35:00,14.28,0.00,,,,,,
381,05/25/2025 04:40:00,14.33,0.00,,,,,,
382,05/25/2025 04:45:00,14.28,0.00,,,,,,
383,05/25/2025 04:50:00,14.33,0.00,,,,,,
384,05/25/2025 04:55:00,14.37,0.00,,,,,,
385,05/25/2025 05:00:00,14.28,0.00,,,,,,
386,05/25/2025 05:05:00,14.28,0.00,,,,,,
387,05/25/2025 05:10:00,14.33,0.00,,,,,,
388,05/25/2025 05:15:00,14.33,0.00,,,,,,
389,05/25/2025 05:20:00,14.33,0.00,,,,,,
390,05/25/2025 05:25:00,14.37,0.00,,,,,,
391,05/25/2025 05:30:00,14.33,0.00,,,,,,
392,05/25/2025 05:35:00,14.33,0.00,,,,,,
393,05/25/2025 05:40:00,14.37,0.00,,,,,,
394,05/25/2025 05:45:00,14.37,0.00,,,,,,
395,05/25/2025 05:50:00,14.41,0.00,,,,,,
396,05/25/2025 05:55:00,14.37,0.00,,,,,,
397,05/25/2025 06:00:00,14.37,0.00,,,,,,
398,05/25/2025 06:05:00,14.37,0.00,,,,,,
399,05/25/2025 06:10:00,14.41,0.00,,,,,,
400,05/25/2025 06:15:00,14.37,0.00,,,,,,
401,05/25/2025 06:20:00,14.37,0.00,,,,,,
402,05/25/2025 06:25:00,14.41,0.00,,,,,,
403,05/25/2025 06:30:00,14.41,0.00,,,,,,
404,05/25/2025 06:35:00,14.41,0.00,,,,,,
405,05/25/2025 06:40:00,14.41,0.00,,,,,,
406,05/25/2025 06:45:00,14.45,0.00,,,,,,
407,05/25/2025 06:50:00,14.45,0.00,,,,,,
408,05/25/2025 06:55:00,14.45,0.00,,,,,,
409,05/25/2025 07:00:00,14.45,0.00,,,,,,
410,05/25/2025 07:05:00,14.41,0.00,,,,,,
411,05/25/2025 07:10:00,14.45,0.00,,,,,,
412,05/25/2025 07:15:00,14.50,0.00,,,,,,
413,05/25/2025 07:20:00,14.50,0.00,,,,,,
414,05/25/2025 07:25:00,14.50,0.00,,,,,,
415,05/25/2025 07:30:00,14.50,0.00,,,,,,
416,05/25/2025 07:35:00,14.50,0.00,,,,,,
417,05/25/2025 07:40:00,14.54,0.00,,,,,,
418,05/25/2025 07:45:00,14.50,0.00,,,,,,
419,05/25/2025 07:50:00,14.50,0.00,,,,,,
420,05/25/2025 07:55:00,14.50,0.00,,,,,,
421,05/25/2025 08:00:00,14.50,0.00,,,,,,
422,05/25/2025 08:05:00,14.50,0.00,,,,,,
423,05/25/2025 08:10:00,14.54,0.00,,,,,,
424,05/25/2025 08:15:00,14.45,0.00,,,,,,
425,05/25/2025 08:20:00,14.54,0.00,,,,,,
426,05/25/2025 08:25:00,14.50,0.00,,,,,,
427,05/25/2025 08:30:00,14.45,0.00,,,,,,
428,05/25/2025 08:35:00,14.45,0.00,,,,,,
429,05/25/2025 08:40:00,14.50,0.00,,,,,,
430,05/25/2025 08:45:00,14.54,0.00,,,,,,
431,05/25/2025 08:50:00,14.50,0.00,,,,,,
432,05/25/2025 08:55:00,14.54,0.00,,,,,,
433,05/25/2025 09:00:00,14.50,0.00,,,,,,
434,05/25/2025 09:05:00,14.50,0.00,,,,,,
435,05/25/2025 09:10:00,14.50,0.63,,,,,,
436,05/25/2025 09:15:00,14.45,1.89,,,,,,
437,05/25/2025 09:20:00,14.50,4.20,,,,,,
438,05/25/2025 09:25:00,14.45,10.10,,,,,,
439,05/25/2025 09:30:00,14.50,16.41,,,,,,
440,05/25/2025 09:35:00,14.50,28.25,,,,,,
441,05/25/2025 09:40:00,14.50,38.40,,,,,,
442,05/25/2025 09:45:00,14.54,52.76,,,,,,
443,05/25/2025 09:50:00,14.54,69.12,,,,,,
444,05/25/2025 09:55:00,14.50,98.68,,,,,,
445,05/25/2025 10:00:00,14.50,137.60,,,,,,
446,05/25/2025 10:05:00,14.50,131.60,,,,,,
447,05/25/2025 10:10:00,14.50,158.68,,,,,,
448,05/25/2025 10:15:00,14.54,262.64,,,,,,
449,05/25/2025 10:20:00,14.50,266.80,,,,,,
450,05/25/2025 10:25:00,14.54,342.08,,,,,,
451,05/25/2025 10:30:00,14.50,328.48,,,,,,
452,05/25/2025 10:35:00,14.54,417.28,,,,,,
453,05/25/2025 10:40:00,14.54,475.52,,,,,,
454,05/25/2025 10:45:00,14.58,560.96,,,,,,
455,05/25/2025 10:50:00,14.54,658.24,,,,,,
456,05/25/2025 10:55:00,14.50,757.76,,,,,,
457,05/25/2025 11:00:00,14.54,884.48,,,,,,
458,05/25/2025 11:05:00,14.58,961.28,,,,,,
459,05/25/2025 11:10:00,14.54,967.04,,,,,,
460,05/25/2025 11:15:00,14.58,1272.64,,,,,,
461,05/25/2025 11:20:00,14.54,1317.12,,,,,,
462,05/25/2025 11:25:00,14.58,1347.20,,,,,,
463,05/25/2025 11:30:00,14.54,1252.48,,,,,,
464,05/25/2025 11:35:00,14.58,1605.76,,,,,,
465,05/25/2025 11:40:00,14.54,1476.48,,,,,,
466,05/25/2025 11:45:00,14.54,1715.20,,,,,,
467,05/25/2025 11:50:00,14.50,1893.76,,,,,,
468,05/25/2025 11:55:00,14.54,2190.08,,,,,,
469,05/25/2025 12:00:00,14.54,2169.60,,,,,,
470,05/25/2025 12:05:00,14.54,2393.60,,,,,,
471,05/25/2025 12:10:00,14.50,1973.12,,,,,,
472,05/25/2025 12:15:00,14.41,2270.72,,,,,,
473,05/25/2025 12:20:00,14.45,2206.72,,,,,,
474,05/25/2025 12:25:00,14.41,2702.08,,,,,,
