#,Date-Time (UTC Standard Time),Temperature   (°C),Light   (lux),Started,Host Connected,Button Down,Button Up,End of File
1,08/19/2025 15:36:01,23.81,42.92,Logged,,,,
2,08/19/2025 15:36:42,,,,Logged,,,
3,08/19/2025 15:41:01,24.02,401.92,,,,,
4,08/19/2025 15:46:01,23.42,401.92,,,,,
5,08/19/2025 15:51:01,22.99,401.92,,,,,
6,08/19/2025 15:56:01,22.73,401.92,,,,,
7,08/19/2025 16:01:01,22.52,401.92,,,,,
8,08/19/2025 16:06:01,22.48,404.64,,,,,
9,08/19/2025 16:11:01,22.43,403.68,,,,,
10,08/19/2025 16:16:01,22.48,401.92,,,,,
11,08/19/2025 16:21:01,22.48,376.96,,,,,
12,08/19/2025 16:26:01,22.48,377.76,,,,,
13,08/19/2025 16:31:01,22.52,377.76,,,,,
14,08/19/2025 16:36:01,22.61,377.76,,,,,
15,08/19/2025 16:41:01,22.73,377.76,,,,,
16,08/19/2025 16:46:01,22.95,378.72,,,,,
17,08/19/2025 16:51:01,22.99,377.76,,,,,
18,08/19/2025 16:56:01,22.91,377.76,,,,,
19,08/19/2025 17:01:01,22.82,377.76,,,,,
20,08/19/2025 17:06:01,22.82,377.76,,,,,
21,08/19/2025 17:11:01,22.86,376.96,,,,,
22,08/19/2025 17:16:01,23.08,385.60,,,,,
23,08/19/2025 17:21:01,23.08,379.52,,,,,
24,08/19/2025 17:26:01,23.12,380.48,,,,,
25,08/19/2025 17:31:01,23.08,383.84,,,,,
26,08/19/2025 17:36:01,23.03,389.92,,,,,
27,08/19/2025 17:41:01,22.99,386.40,,,,,
28,08/19/2025 17:46:01,23.08,386.40,,,,,
29,08/19/2025 17:51:01,23.12,378.72,,,,,
30,08/19/2025 17:56:01,23.12,372.64,,,,,
31,08/19/2025 18:01:01,23.85,337.12,,,,,
32,08/19/2025 18:06:01,23.55,20.14,,,,,
33,08/19/2025 18:11:01,27.20,18764.80,,,,,
34,08/19/2025 18:16:01,32.22,31191.04,,,,,
35,08/19/2025 18:21:01,33.76,17807.36,,,,,
36,08/19/2025 18:26:01,35.73,22517.76,,,,,
37,08/19/2025 18:31:01,37.06,21278.72,,,,,
38,08/19/2025 18:36:01,40.24,39219.20,,,,,
39,08/19/2025 18:41:01,40.11,21176.32,,,,,
40,08/19/2025 18:46:01,43.07,39751.68,,,,,
41,08/19/2025 18:51:01,45.51,39577.60,,,,,
42,08/19/2025 18:56:01,46.33,35635.20,,,,,
43,08/19/2025 19:01:01,47.53,36290.56,,,,,
44,08/19/2025 19:06:01,48.39,35584.00,,,,,
45,08/19/2025 19:11:01,49.12,34713.60,,,,,
46,08/19/2025 19:16:01,49.50,32010.24,,,,,
47,08/19/2025 19:21:01,49.80,29962.24,,,,,
48,08/19/2025 19:26:01,49.80,30474.24,,,,,
49,08/19/2025 19:31:01,49.68,26419.20,,,,,
50,08/19/2025 19:36:01,49.59,28006.40,,,,,
51,08/19/2025 19:41:01,49.38,22425.60,,,,,
52,08/19/2025 19:46:01,48.82,21196.80,,,,,
53,08/19/2025 19:51:01,48.43,19788.80,,,,,
54,08/19/2025 19:56:01,47.75,21985.28,,,,,
55,08/19/2025 20:01:01,47.96,21411.84,,,,,
56,08/19/2025 20:06:01,48.09,19952.64,,,,,
57,08/19/2025 20:11:01,47.49,14673.92,,,,,
58,08/19/2025 20:16:01,46.63,21391.36,,,,,
59,08/19/2025 20:21:01,46.89,21432.32,,,,,
60,08/19/2025 20:26:01,46.93,23603.20,,,,,
61,08/19/2025 20:31:01,46.67,20899.84,,,,,
62,08/19/2025 20:36:01,45.47,16916.48,,,,,
63,08/19/2025 20:41:01,44.57,15994.88,,,,,
64,08/19/2025 20:46:01,43.03,16906.24,,,,,
65,08/19/2025 20:51:01,42.00,12672.00,,,,,
66,08/19/2025 20:56:01,41.18,21166.08,,,,,
67,08/19/2025 21:01:01,40.92,17597.44,,,,,
68,08/19/2025 21:06:01,39.34,14346.24,,,,,
69,08/19/2025 21:11:01,38.31,13158.40,,,,,
70,08/19/2025 21:16:01,36.98,10874.88,,,,,
71,08/19/2025 21:21:01,35.78,9428.48,,,,,
72,08/19/2025 21:26:01,34.32,5210.88,,,,,
73,08/19/2025 21:31:01,32.90,6494.72,,,,,
74,08/19/2025 21:36:01,31.79,4568.32,,,,,
75,08/19/2025 21:41:01,30.80,4602.88,,,,,
76,08/19/2025 21:46:01,29.90,3004.16,,,,,
77,08/19/2025 21:51:01,28.70,1291.52,,,,,
78,08/19/2025 21:56:01,27.71,1215.68,,,,,
79,08/19/2025 22:01:01,26.94,1193.92,,,,,
80,08/19/2025 22:06:01,26.21,1115.52,,,,,
81,08/19/2025 22:11:01,25.57,960.00,,,,,
82,08/19/2025 22:16:01,25.01,948.16,,,,,
83,08/19/2025 22:21:01,24.49,969.60,,,,,
84,08/19/2025 22:26:01,24.02,1020.48,,,,,
85,08/19/2025 22:31:01,23.68,1042.24,,,,,
86,08/19/2025 22:36:01,23.34,960.00,,,,,
87,08/19/2025 22:41:01,22.99,885.44,,,,,
88,08/19/2025 22:46:01,22.73,750.08,,,,,
89,08/19/2025 22:51:01,22.43,632.32,,,,,
90,08/19/2025 22:56:01,22.09,552.48,,,,,
91,08/19/2025 23:01:01,21.88,484.80,,,,,
92,08/19/2025 23:06:01,21.62,469.28,,,,,
93,08/19/2025 23:11:01,21.49,398.08,,,,,
94,08/19/2025 23:16:01,21.23,404.64,,,,,
95,08/19/2025 23:21:01,21.10,382.08,,,,,
96,08/19/2025 23:26:01,20.98,258.56,,,,,
97,08/19/2025 23:31:01,20.80,171.04,,,,,
98,08/19/2025 23:36:01,20.63,111.92,,,,,
99,08/19/2025 23:41:01,20.46,68.96,,,,,
100,08/19/2025 23:46:01,20.33,39.90,,,,,
101,08/19/2025 23:51:01,20.20,20.59,,,,,
102,08/19/2025 23:56:01,20.12,8.43,,,,,
103,08/20/2025 00:01:01,19.95,3.01,,,,,
104,08/20/2025 00:06:01,19.86,1.07,,,,,
105,08/20/2025 00:11:01,19.77,0.43,,,,,
106,08/20/2025 00:16:01,19.69,0.21,,,,,
107,08/20/2025 00:21:01,19.65,0.21,,,,,
108,08/20/2025 00:26:01,19.52,0.21,,,,,
109,08/20/2025 00:31:01,19.56,0.21,,,,,
110,08/20/2025 00:36:01,19.47,0.21,,,,,
111,08/20/2025 00:41:01,19.39,0.21,,,,,
112,08/20/2025 00:46:01,19.35,0.21,,,,,
113,08/20/2025 00:51:01,19.35,0.00,,,,,
114,08/20/2025 00:56:01,19.22,0.64,,,,,
115,08/20/2025 01:01:01,19.22,0.00,,,,,
116,08/20/2025 01:06:01,19.13,0.00,,,,,
117,08/20/2025 01:11:01,19.22,0.00,,,,,
118,08/20/2025 01:16:01,19.09,0.00,,,,,
119,08/20/2025 01:21:01,19.09,0.00,,,,,
120,08/20/2025 01:26:01,19.09,0.21,,,,,
121,08/20/2025 01:31:01,19.05,0.00,,,,,
122,08/20/2025 01:36:01,19.00,0.21,,,,,
123,08/20/2025 01:41:01,19.00,0.00,,,,,
124,08/20/2025 01:46:01,18.96,0.00,,,,,
125,08/20/2025 01:51:01,18.92,0.00,,,,,
126,08/20/2025 01:56:01,18.87,0.21,,,,,
127,08/20/2025 02:01:01,18.87,0.21,,,,,
128,08/20/2025 02:06:01,18.87,0.21,,,,,
129,08/20/2025 02:11:01,18.83,0.00,,,,,
130,08/20/2025 02:16:01,18.87,0.21,,,,,
131,08/20/2025 02:21:01,18.83,0.21,,,,,
132,08/20/2025 02:26:01,18.83,0.21,,,,,
133,08/20/2025 02:31:01,18.83,0.00,,,,,
134,08/20/2025 02:36:01,18.83,0.00,,,,,
135,08/20/2025 02:41:01,18.79,0.00,,,,,
136,08/20/2025 02:46:01,18.74,0.21,,,,,
137,08/20/2025 02:51:01,18.79,0.21,,,,,
138,08/20/2025 02:56:01,18.74,0.21,,,,,
139,08/20/2025 03:01:01,18.66,0.21,,,,,
140,08/20/2025 03:06:01,18.66,0.21,,,,,
141,08/20/2025 03:11:01,18.62,0.21,,,,,
142,08/20/2025 03:16:01,18.57,0.21,,,,,
143,08/20/2025 03:21:01,18.57,0.00,,,,,
144,08/20/2025 03:26:01,18.57,0.00,,,,,
145,08/20/2025 03:31:01,18.53,0.21,,,,,
146,08/20/2025 03:36:01,18.53,0.21,,,,,
147,08/20/2025 03:41:01,18.49,0.21,,,,,
148,08/20/2025 03:46:01,18.44,0.21,,,,,
149,08/20/2025 03:51:01,18.44,0.21,,,,,
150,08/20/2025 03:56:01,18.40,0.21,,,,,
151,08/20/2025 04:01:01,18.44,0.21,,,,,
152,08/20/2025 04:06:01,18.40,0.21,,,,,
153,08/20/2025 04:11:01,18.49,0.21,,,,,
154,08/20/2025 04:16:01,18.49,0.21,,,,,
155,08/20/2025 04:21:01,18.49,0.21,,,,,
156,08/20/2025 04:26:01,18.53,0.21,,,,,
157,08/20/2025 04:31:01,18.57,0.21,,,,,
158,08/20/2025 04:36:01,18.57,0.21,,,,,
159,08/20/2025 04:41:01,18.62,0.21,,,,,
160,08/20/2025 04:46:01,18.62,0.21,,,,,
161,08/20/2025 04:51:01,18.57,0.64,,,,,
162,08/20/2025 04:56:01,18.57,0.21,,,,,
163,08/20/2025 05:01:01,18.62,0.21,,,,,
164,08/20/2025 05:06:01,18.53,0.21,,,,,
165,08/20/2025 05:11:01,18.53,0.21,,,,,
166,08/20/2025 05:16:01,18.53,0.21,,,,,
167,08/20/2025 05:21:01,18.44,0.21,,,,,
168,08/20/2025 05:26:01,18.44,0.21,,,,,
169,08/20/2025 05:31:01,18.44,0.21,,,,,
170,08/20/2025 05:36:01,18.44,0.21,,,,,
171,08/20/2025 05:41:01,18.40,0.21,,,,,
172,08/20/2025 05:46:01,18.40,0.21,,,,,
173,08/20/2025 05:51:01,18.27,0.21,,,,,
174,08/20/2025 05:56:01,18.23,0.21,,,,,
175,08/20/2025 06:01:01,18.14,0.21,,,,,
176,08/20/2025 06:06:01,18.06,0.21,,,,,
177,08/20/2025 06:11:01,17.97,0.21,,,,,
178,08/20/2025 06:16:01,17.84,0.21,,,,,
179,08/20/2025 06:21:01,17.76,0.21,,,,,
180,08/20/2025 06:26:01,17.72,0.21,,,,,
181,08/20/2025 06:31:01,17.59,0.21,,,,,
182,08/20/2025 06:36:01,17.46,0.21,,,,,
183,08/20/2025 06:41:01,17.37,0.21,,,,,
184,08/20/2025 06:46:01,17.29,0.21,,,,,
185,08/20/2025 06:51:01,17.29,0.21,,,,,
186,08/20/2025 06:56:01,17.16,0.21,,,,,
187,08/20/2025 07:01:01,17.03,0.21,,,,,
188,08/20/2025 07:06:01,17.03,0.21,,,,,
189,08/20/2025 07:11:01,16.90,0.21,,,,,
190,08/20/2025 07:16:01,16.81,0.21,,,,,
191,08/20/2025 07:21:01,16.77,0.21,,,,,
192,08/20/2025 07:26:01,16.69,0.21,,,,,
193,08/20/2025 07:31:01,16.64,0.21,,,,,
194,08/20/2025 07:36:01,16.60,0.21,,,,,
195,08/20/2025 07:41:01,16.60,0.21,,,,,
196,08/20/2025 07:46:01,16.60,0.21,,,,,
197,08/20/2025 07:51:01,16.47,0.21,,,,,
198,08/20/2025 07:56:01,16.47,0.21,,,,,
199,08/20/2025 08:01:01,16.43,0.21,,,,,
200,08/20/2025 08:06:01,16.34,0.21,,,,,
201,08/20/2025 08:11:01,16.34,0.21,,,,,
202,08/20/2025 08:16:01,16.34,0.21,,,,,
203,08/20/2025 08:21:01,16.34,0.21,,,,,
204,08/20/2025 08:26:01,16.34,0.21,,,,,
205,08/20/2025 08:31:01,16.30,0.64,,,,,
206,08/20/2025 08:36:01,16.30,0.21,,,,,
207,08/20/2025 08:41:01,16.26,0.21,,,,,
208,08/20/2025 08:46:01,16.26,0.21,,,,,
209,08/20/2025 08:51:01,16.21,0.21,,,,,
210,08/20/2025 08:56:01,16.21,0.21,,,,,
211,08/20/2025 09:01:01,16.21,0.21,,,,,
212,08/20/2025 09:06:01,16.21,0.21,,,,,
213,08/20/2025 09:11:01,16.21,0.21,,,,,
214,08/20/2025 09:16:01,16.21,0.21,,,,,
215,08/20/2025 09:21:01,16.17,0.21,,,,,
216,08/20/2025 09:26:01,16.17,0.21,,,,,
217,08/20/2025 09:31:01,16.21,0.21,,,,,
218,08/20/2025 09:36:01,16.21,0.64,,,,,
219,08/20/2025 09:41:01,16.21,1.50,,,,,
220,08/20/2025 09:46:01,16.21,4.09,,,,,
221,08/20/2025 09:51:01,16.26,10.40,,,,,
222,08/20/2025 09:56:01,16.21,23.40,,,,,
223,08/20/2025 10:01:01,16.17,45.94,,,,,
224,08/20/2025 10:06:01,16.17,77.22,,,,,
225,08/20/2025 10:11:01,16.21,114.52,,,,,
226,08/20/2025 10:16:01,16.21,162.20,,,,,
227,08/20/2025 10:21:01,16.21,235.92,,,,,
228,08/20/2025 10:26:01,16.21,354.08,,,,,
229,08/20/2025 10:31:01,16.21,464.48,,,,,
230,08/20/2025 10:36:01,16.26,552.96,,,,,
231,08/20/2025 10:41:01,16.34,731.20,,,,,
232,08/20/2025 10:46:01,16.47,958.40,,,,,
233,08/20/2025 10:51:01,16.64,985.92,,,,,
234,08/20/2025 10:56:01,16.69,1212.16,,,,,
235,08/20/2025 11:01:01,16.77,924.80,,,,,
236,08/20/2025 11:06:01,16.90,966.08,,,,,
237,08/20/2025 11:11:01,16.94,1005.76,,,,,
238,08/20/2025 11:16:01,17.03,1090.56,,,,,
239,08/20/2025 11:21:01,17.20,1484.80,,,,,
240,08/20/2025 11:26:01,17.41,1512.96,,,,,
241,08/20/2025 11:31:01,17.46,1425.92,,,,,
242,08/20/2025 11:36:01,17.54,1317.12,,,,,
243,08/20/2025 11:41:01,17.67,1351.04,,,,,
244,08/20/2025 11:46:01,17.76,1493.76,,,,,
245,08/20/2025 11:51:01,17.89,1691.52,,,,,
246,08/20/2025 11:56:01,17.97,1925.76,,,,,
247,08/20/2025 12:01:01,18.10,1864.96,,,,,
248,08/20/2025 12:06:01,18.14,1359.36,,,,,
249,08/20/2025 12:11:01,18.14,1559.68,,,,,
250,08/20/2025 12:16:01,18.27,2449.92,,,,,
251,08/20/2025 12:21:01,18.62,2810.88,,,,,
252,08/20/2025 12:26:01,18.83,2900.48,,,,,
253,08/20/2025 12:31:01,18.96,2249.60,,,,,
254,08/20/2025 12:36:01,19.00,2149.76,,,,,
255,08/20/2025 12:41:01,19.30,3430.40,,,,,
256,08/20/2025 12:46:01,19.60,3864.32,,,,,
257,08/20/2025 12:51:01,20.16,5690.88,,,,,
258,08/20/2025 12:56:01,20.80,4741.12,,,,,
259,08/20/2025 13:01:01,21.88,11422.72,,,,,
260,08/20/2025 13:06:01,23.12,6771.20,,,,,
261,08/20/2025 13:11:01,23.64,29.01,,,,,
262,08/20/2025 13:16:01,22.99,9.08,,,,,
263,08/20/2025 13:21:01,22.65,274.80,,,,,
264,08/20/2025 13:26:01,22.56,265.28,,,,,
265,08/20/2025 13:31:01,22.35,273.04,,,,,
266,08/20/2025 13:36:01,22.22,273.04,,,,,
267,08/20/2025 13:41:01,22.18,266.96,,,,,
268,08/20/2025 13:46:01,22.13,264.40,,,,,
269,08/20/2025 13:51:01,22.13,263.52,,,,,
270,08/20/2025 13:56:01,22.09,271.28,,,,,
271,08/20/2025 14:01:01,22.01,265.28,,,,,
272,08/20/2025 14:06:01,21.96,264.40,,,,,
273,08/20/2025 14:11:01,21.96,265.28,,,,,
274,08/20/2025 14:16:01,21.96,271.28,,,,,
275,08/20/2025 14:21:01,21.96,268.72,,,,,
276,08/20/2025 14:26:01,21.92,268.72,,,,,
277,08/20/2025 14:31:01,21.88,271.28,,,,,
278,08/20/2025 14:36:01,21.79,270.48,,,,,
279,08/20/2025 14:41:01,21.79,272.16,,,,,
280,08/20/2025 14:46:01,21.75,268.72,,,,,
281,08/20/2025 14:51:01,21.75,266.96,,,,,
282,08/20/2025 14:56:01,21.79,266.16,,,,,
283,08/20/2025 15:01:01,21.79,268.72,,,,,
284,08/20/2025 15:06:01,21.75,271.28,,,,,
285,08/20/2025 15:11:01,21.66,268.72,,,,,
286,08/20/2025 15:16:01,21.70,269.60,,,,,
287,08/20/2025 15:21:01,21.75,268.72,,,,,
288,08/20/2025 15:26:01,21.75,268.72,,,,,
289,08/20/2025 15:31:01,21.75,268.72,,,,,
290,08/20/2025 15:36:01,21.70,266.96,,,,,
291,08/20/2025 15:41:01,21.66,267.84,,,,,
292,08/20/2025 15:46:01,21.66,266.96,,,,,
293,08/20/2025 15:51:01,21.66,266.96,,,,,
294,08/20/2025 15:56:01,21.66,265.28,,,,,
295,08/20/2025 16:01:01,21.66,267.84,,,,,
296,08/20/2025 16:06:01,21.66,266.16,,,,,
297,08/20/2025 16:11:01,21.66,266.96,,,,,
298,08/20/2025 16:16:01,21.62,264.40,,,,,
299,08/20/2025 16:21:01,21.66,265.28,,,,,
300,08/20/2025 16:26:01,21.66,264.40,,,,,
301,08/20/2025 16:31:01,21.66,263.52,,,,,
302,08/20/2025 16:36:01,21.66,263.52,,,,,
303,08/20/2025 16:41:01,21.62,265.28,,,,,
304,08/20/2025 16:46:01,21.62,260.96,,,,,
305,08/20/2025 16:51:01,21.66,256.64,,,,,
306,08/20/2025 16:56:01,21.70,261.84,,,,,
307,08/20/2025 17:01:01,21.70,262.72,,,,,
308,08/20/2025 17:06:01,21.70,261.84,,,,,
309,08/20/2025 17:11:01,21.62,261.84,,,,,
310,08/20/2025 17:16:01,21.62,259.20,,,,,
311,08/20/2025 17:21:01,21.70,260.96,,,,,
312,08/20/2025 17:26:01,21.66,259.20,,,,,
313,08/20/2025 17:31:01,21.66,260.08,,,,,
314,08/20/2025 17:36:01,21.75,260.96,,,,,
315,08/20/2025 17:41:01,21.75,261.84,,,,,
316,08/20/2025 17:46:01,21.62,261.84,,,,,
317,08/20/2025 17:51:01,21.66,261.84,,,,,
318,08/20/2025 17:56:01,21.62,261.84,,,,,
319,08/20/2025 18:01:01,21.66,261.84,,,,,
320,08/20/2025 18:06:01,21.66,262.72,,,,,
321,08/20/2025 18:11:01,21.62,263.52,,,,,
322,08/20/2025 18:16:01,21.66,263.52,,,,,
323,08/20/2025 18:21:01,21.62,263.52,,,,,
324,08/20/2025 18:26:01,21.58,263.52,,,,,
325,08/20/2025 18:31:01,21.62,262.72,,,,,
326,08/20/2025 18:36:01,21.70,262.72,,,,,
327,08/20/2025 18:41:01,21.62,261.84,,,,,
328,08/20/2025 18:46:01,21.70,260.96,,,,,
329,08/20/2025 18:51:01,21.62,260.96,,,,,
330,08/20/2025 18:56:01,21.62,260.96,,,,,
331,08/20/2025 19:01:01,21.58,260.96,,,,,
332,08/20/2025 19:06:01,21.58,260.08,,,,,
333,08/20/2025 19:11:01,21.66,260.08,,,,,
334,08/20/2025 19:16:01,21.66,260.96,,,,,
335,08/20/2025 19:21:01,21.62,260.96,,,,,
336,08/20/2025 19:26:01,21.66,260.08,,,,,
337,08/20/2025 19:31:01,21.58,260.96,,,,,
338,08/20/2025 19:36:01,21.58,260.96,,,,,
339,08/20/2025 19:41:01,21.62,260.08,,,,,
340,08/20/2025 19:46:01,21.62,261.84,,,,,
341,08/20/2025 19:51:01,21.70,260.96,,,,,
342,08/20/2025 19:56:01,21.62,260.96,,,,,
343,08/20/2025 20:01:01,21.58,261.84,,,,,
344,08/20/2025 20:06:01,21.58,260.08,,,,,
345,08/20/2025 20:11:01,21.62,260.96,,,,,
346,08/20/2025 20:16:01,21.62,260.08,,,,,
347,08/20/2025 20:21:01,21.58,260.08,,,,,
348,08/20/2025 20:26:01,21.62,260.96,,,,,
349,08/20/2025 20:31:01,21.58,260.96,,,,,
350,08/20/2025 20:36:01,21.58,260.96,,,,,
351,08/20/2025 20:41:01,21.53,259.20,,,,,
352,08/20/2025 20:46:01,21.58,260.08,,,,,
353,08/20/2025 20:51:01,21.62,260.08,,,,,
354,08/20/2025 20:56:01,21.62,260.96,,,,,
355,08/20/2025 21:01:01,21.66,260.08,,,,,
356,08/20/2025 21:06:01,21.58,223.68,,,,,
357,08/20/2025 21:11:01,21.53,222.80,,,,,
358,08/20/2025 21:16:01,21.53,221.92,,,,,
359,08/20/2025 21:21:01,21.58,222.80,,,,,
360,08/20/2025 21:26:01,21.62,223.68,,,,,
361,08/20/2025 21:31:01,21.62,221.92,,,,,
362,08/20/2025 21:36:01,21.53,223.68,,,,,
363,08/20/2025 21:41:01,21.53,223.68,,,,,
364,08/20/2025 21:46:01,21.49,221.92,,,,,
365,08/20/2025 21:51:01,21.58,223.68,,,,,
366,08/20/2025 21:56:01,21.53,223.68,,,,,
367,08/20/2025 22:01:01,21.62,222.80,,,,,
368,08/20/2025 22:06:01,21.53,223.68,,,,,
369,08/20/2025 22:11:01,21.53,223.68,,,,,
370,08/20/2025 22:16:01,21.53,223.68,,,,,
371,08/20/2025 22:21:01,21.53,221.92,,,,,
372,08/20/2025 22:26:01,21.58,222.80,,,,,
373,08/20/2025 22:31:01,21.58,221.92,,,,,
374,08/20/2025 22:36:01,21.53,223.68,,,,,
375,08/20/2025 22:41:01,21.49,223.68,,,,,
376,08/20/2025 22:46:01,21.53,222.80,,,,,
377,08/20/2025 22:51:01,21.53,223.68,,,,,
378,08/20/2025 22:56:01,21.58,222.80,,,,,
379,08/20/2025 23:01:01,21.58,223.68,,,,,
380,08/20/2025 23:06:01,21.58,222.80,,,,,
381,08/20/2025 23:11:01,21.53,222.80,,,,,
382,08/20/2025 23:16:01,21.45,222.80,,,,,
383,08/20/2025 23:21:01,21.53,223.68,,,,,
384,08/20/2025 23:26:01,21.53,222.80,,,,,
385,08/20/2025 23:31:01,21.53,222.80,,,,,
386,08/20/2025 23:36:01,21.58,222.80,,,,,
387,08/20/2025 23:41:01,21.53,223.68,,,,,
388,08/20/2025 23:46:01,21.49,223.68,,,,,
389,08/20/2025 23:51:01,21.49,223.68,,,,,
390,08/20/2025 23:56:01,21.53,222.80,,,,,
391,08/21/2025 00:01:01,21.53,223.68,,,,,
392,08/21/2025 00:06:01,21.49,222.80,,,,,
393,08/21/2025 00:11:01,21.49,222.80,,,,,
394,08/21/2025 00:16:01,21.49,223.68,,,,,
395,08/21/2025 00:21:01,21.49,223.68,,,,,
396,08/21/2025 00:26:01,21.49,222.80,,,,,
397,08/21/2025 00:31:01,21.53,222.80,,,,,
398,08/21/2025 00:36:01,21.49,223.68,,,,,
399,08/21/2025 00:41:01,21.49,222.80,,,,,
400,08/21/2025 00:46:01,21.53,222.80,,,,,
401,08/21/2025 00:51:01,21.49,223.68,,,,,
402,08/21/2025 00:56:01,21.53,222.80,,,,,
403,08/21/2025 01:01:01,21.58,222.80,,,,,
404,08/21/2025 01:06:01,21.53,222.80,,,,,
405,08/21/2025 01:11:01,21.49,223.68,,,,,
406,08/21/2025 01:16:01,21.49,223.68,,,,,
407,08/21/2025 01:21:01,21.49,222.80,,,,,
408,08/21/2025 01:26:01,21.58,222.80,,,,,
409,08/21/2025 01:31:01,21.53,223.68,,,,,
410,08/21/2025 01:36:01,21.53,223.68,,,,,
411,08/21/2025 01:41:01,21.49,222.80,,,,,
412,08/21/2025 01:46:01,21.49,222.80,,,,,
413,08/21/2025 01:51:01,21.49,223.68,,,,,
414,08/21/2025 01:56:01,21.49,223.68,,,,,
415,08/21/2025 02:01:01,21.53,222.80,,,,,
416,08/21/2025 02:06:01,21.53,222.80,,,,,
417,08/21/2025 02:11:01,21.45,223.68,,,,,
418,08/21/2025 02:16:01,21.45,223.68,,,,,
419,08/21/2025 02:21:01,21.49,222.80,,,,,
420,08/21/2025 02:26:01,21.58,222.80,,,,,
421,08/21/2025 02:31:01,21.53,223.68,,,,,
422,08/21/2025 02:36:01,21.53,222.80,,,,,
423,08/21/2025 02:41:01,21.49,222.80,,,,,
424,08/21/2025 02:46:01,21.45,222.80,,,,,
425,08/21/2025 02:51:01,21.53,223.68,,,,,
426,08/21/2025 02:56:01,21.53,223.68,,,,,
427,08/21/2025 03:01:01,21.53,222.80,,,,,
428,08/21/2025 03:06:01,21.49,223.68,,,,,
429,08/21/2025 03:11:01,21.49,223.68,,,,,
430,08/21/2025 03:16:01,21.49,223.68,,,,,
431,08/21/2025 03:21:01,21.49,223.68,,,,,
432,08/21/2025 03:26:01,21.58,222.80,,,,,
433,08/21/2025 03:31:01,21.53,223.68,,,,,
434,08/21/2025 03:36:01,21.53,222.80,,,,,
435,08/21/2025 03:41:01,21.49,222.80,,,,,
436,08/21/2025 03:46:01,21.49,222.80,,,,,
437,08/21/2025 03:51:01,21.53,223.68,,,,,
438,08/21/2025 03:56:01,21.58,222.80,,,,,
439,08/21/2025 04:01:01,21.53,223.68,,,,,
440,08/21/2025 04:06:01,21.53,222.80,,,,,
441,08/21/2025 04:11:01,21.53,222.80,,,,,
442,08/21/2025 04:16:01,21.49,223.68,,,,,
443,08/21/2025 04:21:01,21.49,222.80,,,,,
444,08/21/2025 04:26:01,21.53,223.68,,,,,
445,08/21/2025 04:31:01,21.58,223.68,,,,,
446,08/21/2025 04:36:01,21.49,223.68,,,,,
447,08/21/2025 04:41:01,21.45,222.80,,,,,
448,08/21/2025 04:46:01,21.49,222.80,,,,,
449,08/21/2025 04:51:01,21.53,222.80,,,,,
450,08/21/2025 04:56:01,21.58,222.80,,,,,
451,08/21/2025 05:01:01,21.53,222.80,,,,,
452,08/21/2025 05:06:01,21.49,222.80,,,,,
453,08/21/2025 05:11:01,21.49,222.80,,,,,
454,08/21/2025 05:16:01,21.49,223.68,,,,,
455,08/21/2025 05:21:01,21.53,222.80,,,,,
456,08/21/2025 05:26:01,21.58,223.68,,,,,
457,08/21/2025 05:31:01,21.53,223.68,,,,,
458,08/21/2025 05:36:01,21.53,223.68,,,,,
459,08/21/2025 05:41:01,21.49,222.80,,,,,
460,08/21/2025 05:46:01,21.53,222.80,,,,,
461,08/21/2025 05:51:01,21.53,222.80,,,,,
462,08/21/2025 05:56:01,21.58,222.80,,,,,
463,08/21/2025 06:01:01,21.53,223.68,,,,,
464,08/21/2025 06:06:01,21.53,223.68,,,,,
465,08/21/2025 06:11:01,21.53,222.80,,,,,
466,08/21/2025 06:16:01,21.49,222.80,,,,,
467,08/21/2025 06:21:01,21.58,222.80,,,,,
468,08/21/2025 06:26:01,21.53,222.80,,,,,
469,08/21/2025 06:31:01,21.58,222.80,,,,,
470,08/21/2025 06:36:01,21.58,222.80,,,,,
471,08/21/2025 06:41:01,21.58,222.80,,,,,
472,08/21/2025 06:46:01,21.53,223.68,,,,,
473,08/21/2025 06:51:01,21.53,222.80,,,,,
474,08/21/2025 06:56:01,21.53,222.80,,,,,
475,08/21/2025 07:01:01,21.58,222.80,,,,,
476,08/21/2025 07:06:01,21.58,222.80,,,,,
477,08/21/2025 07:11:01,21.62,222.80,,,,,
478,08/21/2025 07:16:01,21.58,223.68,,,,,
479,08/21/2025 07:21:01,21.62,222.80,,,,,
480,08/21/2025 07:26:01,21.62,222.80,,,,,
481,08/21/2025 07:31:01,21.62,222.80,,,,,
482,08/21/2025 07:36:01,21.58,222.80,,,,,
483,08/21/2025 07:41:01,21.62,222.80,,,,,
484,08/21/2025 07:46:01,21.58,222.80,,,,,
485,08/21/2025 07:51:01,21.62,223.68,,,,,
486,08/21/2025 07:56:01,21.58,223.68,,,,,
487,08/21/2025 08:01:01,21.58,222.80,,,,,
488,08/21/2025 08:06:01,21.58,222.80,,,,,
489,08/21/2025 08:11:01,21.58,222.80,,,,,
490,08/21/2025 08:16:01,21.58,223.68,,,,,
491,08/21/2025 08:21:01,21.53,222.80,,,,,
492,08/21/2025 08:26:01,21.58,222.80,,,,,
493,08/21/2025 08:31:01,21.53,222.80,,,,,
494,08/21/2025 08:36:01,21.58,222.80,,,,,
495,08/21/2025 08:41:01,21.58,222.80,,,,,
